motivic_name,machine_name,stem,Adams filtration,weight,tautorsion,name_occurrence,match_method
D h2^2 d0^2 e0^2,{22-408},92,22,52,0,1,key
P D^2 c0 d0^2,{23-410},92,23,49,1,1,key
M P^2 h0 d0 e0,{23-421},92,23,50,0,1,key
P^2 D^2 d0^2,{24-424},92,24,48,0,1,key
M P^2 h0^2 d0 e0,{24-436},92,24,50,2,1,key
P D h1 d0^3 e0,{25-434},92,25,51,0,1,key
M P^3 h0 i + P^2 D^2 h0^2 d0^2,{26-451},92,26,48,0,1,structural
P^2 D^2 h0^2 d0^2,{26-452},92,26,48,0,1,structural
M P^3 h0^2 i,{27-455},92,27,48,0,1,key
M P^4 h1 d0,{27-442},92,27,49,0,1,key
M P^3 h0^3 i,{28-457},92,28,48,0,1,key
P d0^6,{28-443},92,28,52,0,1,key
M P^3 h0^4 i,{29-458},92,29,48,0,1,key
P h0 d0^6,{29-457},92,29,52,2,1,key
M P^3 h0^5 i,{30-453},92,30,48,0,1,key
P h0^2 d0^6,{30-452},92,30,52,2,1,key
P^4 D c0 d0^2,{31-428},92,31,49,1,1,key
P^4 d0^2 l,{31-444},92,31,50,0,1,key
P^4 h0 d0^2 l,{32-439},92,32,50,2,1,key
P^4 h1 d0^3 e0,{33-416},92,33,51,3,1,key
P^4 d0 i^2,{34-419},92,34,48,0,1,key
P^7 c0 d0^2,{39-339},92,39,49,1,1,key
P^8 d0^2,{40-326},92,40,48,0,1,key
h4^2 h6,{3-36},93,3,48,0,1,key
h0 h4^2 h6,{4-55},93,4,48,0,1,key
h0^2 h4^2 h6,{5-84},93,5,48,0,1,key
h1 g3,{5-83},93,5,49,0,1,key
h0^3 h4^2 h6,{6-113},93,6,48,0,1,key
D h2^2 h6,{7-136},93,7,48,0,1,key
h0 . D h2^2 h6,{8-159},93,8,48,0,1,key
"x93,8",{8-158},93,8,49,0,1,key
h0^2 . D h2^2 h6,{9-180},93,9,48,0,1,key
D1 h2 e1,{9-179},93,9,51,1,1,key
h0^3 . D h2^2 h6,{10-193},93,10,48,0,1,key
D h3 H1,{10-191},93,10,49,0,1,key
"h1^2 x91,8",{10-192},93,10,50,0,1,key
h0^4 . D h2^2 h6,{11-205},93,11,48,0,1,key
"h1 x92,10",{11-202},93,11,49,0,1,key
h1^2 h6 d0^2,{11-203},93,11,50,1,1,key
B7 d1,{11-199},93,11,51,1,1,key
D1 h1^3 e1,{11-201},93,11,52,1,1,key
P h6 c0 d0,{12-216},93,12,49,0,1,key
D D1 e0,{12-215},93,12,50,0,1,key
P^2 h6 d0,{13-225},93,13,48,0,1,key
D^2 h1 g2,{13-226},93,13,49,0,1,key
"h1^2 x91,11",{13-228},93,13,50,1,1,key
h1^5 h6 c0 e0,{13-230},93,13,52,1,1,key
h1^2 d1 j1,{13-229},93,13,53,1,1,key
P^2 h0 h6 d0,{14-231},93,14,48,0,1,key
D D1 h0^2 e0,{14-232},93,14,50,0,1,key
P h1^5 h6 e0,{14-229},93,14,51,1,1,key
P^2 h0^2 h6 d0,{15-239},93,15,48,0,1,key
M^2 h1^3,{15-237},93,15,51,0,1,key
g^2 i1,{15-236},93,15,54,3,1,key
h1^8 h6 c0 d0,{16-260},93,16,53,1,1,key
t D^3 h1 g,{17-296},93,17,48,0,1,key
M c0 g^2,{17-292},93,17,53,1,1,key
h1 d1 g^3,{17-294},93,17,55,1,1,key
P^2 h1^6 h6 c0,{18-321},93,18,51,1,1,key
M d0 e0^2,{18-317},93,18,52,0,1,key
h1^13 h6 e0,{18-322},93,18,55,1,1,key
D^2 c0 e0 g,{19-344},93,19,51,1,1,structural
M h0 d0 e0^2,{19-346},93,19,52,2,1,key
D h1^2 h3 g^3,{19-343},93,19,54,1,1,key
M h0^2 d0 e0^2,{20-374},93,20,52,2,1,key
M P d0 j,{21-400},93,21,50,0,1,key
D^2 h0 d0^2 e0,{21-399},93,21,50,2,1,key
D h1 e0^4,{21-393},93,21,53,0,1,key
M P h0 d0 j,{22-419},93,22,50,0,1,key
D^2 h0^2 d0^2 e0,{22-418},93,22,50,2,1,key
M P^2 h1 d0 e0,{23-424},93,23,51,0,1,key
P D^2 h0 d0 i,{24-448},93,24,48,0,1,key
d0^3 e0^3,{24-437},93,24,54,0,1,key
P D^2 h0^2 d0 i,{25-461},93,25,48,0,1,key
P^2 D^2 h1 d0^2,{25-449},93,25,49,0,1,key
h0 d0^3 e0^3,{25-460},93,25,54,2,1,key
D M P^3 h0^4,{26-467},93,26,48,0,1,key
h0^2 d0^3 e0^3,{26-466},93,26,54,2,1,key
D M P^3 h0^5,{27-470},93,27,48,0,1,key
P^2 D c0 d0^2 e0,{27-456},93,27,51,1,1,structural
d0^5 i,{27-469},93,27,52,0,1,key
D M P^3 h0^6,{28-475},93,28,48,0,1,key
h0 d0^5 i,{28-474},93,28,52,2,1,key
M P^5 c0,{29-460},93,29,49,0,1,key
P h1 d0^6,{29-461},93,29,53,3,1,key
P^4 j m,{30-469},93,30,50,0,1,key
P^5 D h1 d0^2,{33-433},93,33,49,0,1,key
P^6 d0^2 e0,{36-395},93,36,50,0,1,key
P^6 h0 d0^2 e0,{37-401},93,37,50,2,1,key
P^6 h0^2 d0^2 e0,{38-387},93,38,50,2,1,key
P^7 d0 i,{39-372},93,39,48,0,1,key
h1 h4^2 h6,{4-56},94,4,49,0,1,key
h6 n,{6-114},94,6,49,0,1,key
h1^2 g3,{6-115},94,6,50,0,1,key
"x94,8",{8-161},94,8,49,0,1,key
"x94,9",{9-183},94,9,50,0,1,structural
h6 d0 e0,{9-182},94,9,50,0,1,structural
d1 H1,{9-181},94,9,51,0,1,key
"x94,10",{10-194},94,10,51,0,1,key
"h2 x91,11",{12-219},94,12,50,0,1,key
D d1 e1,{12-218},94,12,51,0,1,key
h1^3 h6 d0^2,{12-223},94,12,51,1,1,key
h1 B7 d1,{12-221},94,12,52,1,1,key
P h1 h6 c0 d0,{13-234},94,13,50,1,1,key
D D1 h1 e0,{13-233},94,13,51,0,1,key
P^2 h1 h6 d0,{14-234},94,14,49,0,1,key
D^2 h1^2 g2,{14-235},94,14,50,1,1,key
h1^6 h6 c0 e0,{14-237},94,14,53,1,1,structural
h3 g C'',{14-236},94,14,53,1,1,structural
D^2 M h1,{15-240},94,15,49,0,1,key
P h1^6 h6 e0,{15-241},94,15,52,1,1,key
D^3 h2 c1,{16-264},94,16,49,0,1,key
h1 g^2 i1,{16-265},94,16,55,1,1,key
M D c0 e0,{17-297},94,17,51,1,1,key
M d0 m,{17-302},94,17,52,0,1,key
h1^9 h6 c0 d0,{17-301},94,17,54,1,1,key
h2 g^3 n,{18-325},94,18,55,2,1,key
h1^2 d1 g^3,{18-329},94,18,56,1,1,key
D^3 c0 d0,{19-347},94,19,49,1,1,key
P^2 h1^7 h6 c0,{19-354},94,19,52,1,1,key
M h1 d0 e0^2,{19-348},94,19,53,3,1,key
h1^14 h6 e0,{19-352},94,19,56,1,1,key
M P D h0^2 e0,{20-382},94,20,50,0,1,key
D^2 h0 d0 l,{20-381},94,20,50,2,1,key
e0^2 g^3,{20-375},94,20,56,0,1,key
M P D h1^3 d0,{21-404},94,21,51,0,1,key
D^2 h1 d0^2 e0,{21-402},94,21,51,3,1,key
h0 e0^2 g^3,{21-409},94,21,56,2,1,key
D^2 i^2,{22-429},94,22,48,0,1,key
h0^2 e0^2 g^3,{22-428},94,22,56,2,1,key
D^2 h0 i^2,{23-445},94,23,48,0,1,key
D c0 d0^2 e0^2,{23-434},94,23,53,1,1,structural
d0^3 e0 m,{23-444},94,23,54,0,1,key
D^2 h0^2 i^2,{24-462},94,24,48,0,1,key
h0 d0^3 e0 m,{24-461},94,24,54,2,1,key
D^2 h0^3 i^2,{25-476},94,25,48,0,1,key
M P^3 c0 e0,{25-463},94,25,51,1,1,structural
h1 d0^3 e0^3,{25-464},94,25,55,3,1,key
D^2 h0^4 i^2,{26-483},94,26,48,0,1,key
d0^3 i k,{26-482},94,26,52,0,1,key
D^2 h0^5 i^2,{27-487},94,27,48,0,1,key
M P^4 h0 e0,{27-486},94,27,50,0,1,key
h0 . D^2 h0^5 i^2,{28-491},94,28,48,0,1,key
M P^4 h0^2 e0,{28-490},94,28,50,0,1,key
h0^2 . D^2 h0^5 i^2,{29-492},94,29,48,0,1,key
h0^3 . D^2 h0^5 i^2,{30-486},94,30,48,0,1,key
h0^4 . D^2 h0^5 i^2,{31-479},94,31,48,0,1,key
M P^6 h1,{31-463},94,31,49,0,1,key
P^2 c0 d0^5,{31-462},94,31,53,1,1,structural
h0^5 . D^2 h0^5 i^2,{32-474},94,32,48,0,1,key
P^3 d0^5,{32-457},94,32,52,0,1,key
h0^6 . D^2 h0^5 i^2,{33-468},94,33,48,0,1,key
P^3 h0 d0^5,{33-467},94,33,52,2,1,key
h0^7 . D^2 h0^5 i^2,{34-456},94,34,48,0,1,key
P^3 h0^2 d0^5,{34-455},94,34,52,2,1,key
P^6 D c0 d0,{35-423},94,35,49,0,1,key
P^5 d0^2 j,{35-441},94,35,50,0,1,key
P^5 h0 d0^2 j,{36-431},94,36,50,0,1,key
P^6 h1 d0^2 e0,{37-402},94,37,51,0,1,key
P^6 i^2,{38-405},94,38,48,0,1,key
h2 g3,{5-86},95,5,50,0,1,structural
h6 d1,{5-85},95,5,50,0,1,structural
h0 h2 g3,{6-116},95,6,50,0,1,key
D h1 h3 h6,{7-139},95,7,49,0,1,key
"x95,7",{7-138},95,7,50,0,1,key
h6 l,{8-163},95,8,50,0,1,key
"x95,8",{8-162},95,8,51,0,1,key
"D x71,6",{10-200},95,10,50,0,1,key
h1 h6 d0 e0,{10-202},95,10,51,0,1,key
h1 d1 H1,{10-201},95,10,52,1,1,key
"h1 x94,10",{11-212},95,11,52,1,1,key
D h1^2 h3 H1,{12-226},95,12,51,1,1,key
D^2 h2 g2,{13-238},95,13,50,0,1,key
h1^4 h6 d0^2,{13-240},95,13,52,1,1,key
h1^2 B7 d1,{13-239},95,13,53,1,1,key
D^2 h0 h2 g2,{14-241},95,14,50,0,1,key
P h1^2 h6 c0 d0,{14-239},95,14,51,1,1,key
P^2 h1^2 h6 d0,{15-246},95,15,50,0,1,key
g^2 B6,{15-243},95,15,54,1,1,structural
h1^7 h6 c0 e0,{15-247},95,15,54,1,1,structural
P^3 h6 c0,{16-269},95,16,49,0,1,key
D^2 M h1^2,{16-270},95,16,50,0,1,key
M D h2^2 g,{16-268},95,16,52,0,1,key
P h1^7 h6 e0,{16-271},95,16,53,1,1,key
D^2 h3 g^2,{17-306},95,17,52,1,1,key
h1^2 g^2 i1,{17-309},95,17,56,1,1,key
h2 d1 g^3,{17-304},95,17,56,2,1,key
D^3 h2^2 e0,{18-337},95,18,50,0,1,key
M P D h1 e0,{19-358},95,19,51,0,1,key
g^3 m,{19-356},95,19,56,0,1,key
h0 g^3 m,{20-390},95,20,56,2,1,key
h1^15 h6 e0,{20-389},95,20,57,1,1,key
D^3 h0^2 i,{21-420},95,21,48,0,2,structural
P D^3 h1 d0,{21-414},95,21,49,0,1,key
h1 e0^2 g^3,{21-413},95,21,57,3,1,key
D^3 h0^3 i,{22-441},95,22,48,0,1,key
M P d0^3,{22-431},95,22,52,0,1,key
D h2^2 d0^2 e0 g,{22-440},95,22,54,0,1,key
D^3 h0^4 i,{23-458},95,23,48,0,1,key
P D^2 c0 d0 e0,{23-446},95,23,51,1,1,key
M P h0 d0^3,{23-457},95,23,52,0,1,key
D^3 h0^5 i,{24-477},95,24,48,0,1,key
P^2 D^2 d0 e0,{24-463},95,24,50,0,2,structural
M P h0^2 d0^3,{24-476},95,24,52,2,1,key
h0 . D^3 h0^5 i,{25-491},95,25,48,0,1,key
D h1 d0^5,{25-477},95,25,53,0,1,key
h0^2 . D^3 h0^5 i,{26-499},95,26,48,0,1,key
h0^3 . D^3 h0^5 i,{27-503},95,27,48,0,1,key
h0^4 . D^3 h0^5 i,{28-507},95,28,48,0,1,key
P d0^5 e0,{28-492},95,28,54,0,1,key
h0^5 . D^3 h0^5 i,{29-509},95,29,48,0,1,key
P h0 d0^5 e0,{29-508},95,29,54,2,1,key
h0^6 . D^3 h0^5 i,{30-505},95,30,48,0,1,key
P h0^2 d0^5 e0,{30-504},95,30,54,2,1,key
h0^7 . D^3 h0^5 i,{31-498},95,31,48,0,1,key
P^4 D c0 d0 e0,{31-480},95,31,51,1,1,structural
P^4 d0^2 m,{31-497},95,31,52,0,1,key
h0^8 . D^3 h0^5 i,{32-494},95,32,48,0,1,key
M P^6 h1^2,{32-477},95,32,50,0,1,key
P^4 h0 d0^2 m,{32-493},95,32,52,2,1,key
h0^9 . D^3 h0^5 i,{33-488},95,33,48,0,1,key
P^3 h1 d0^5,{33-470},95,33,53,3,1,key
h0^10 . D^3 h0^5 i,{34-475},95,34,48,0,1,key
P^4 d0 i j,{34-474},95,34,50,0,1,key
h0^11 . D^3 h0^5 i,{35-460},95,35,48,0,1,key
h0^12 . D^3 h0^5 i,{36-450},95,36,48,0,1,key
h0^13 . D^3 h0^5 i,{37-439},95,37,48,0,1,key
P^7 D h1 d0,{37-421},95,37,49,0,1,key
h6 p,{5-87},96,5,50,0,1,key
h1 h6 d1,{6-117},96,6,51,0,1,key
"x96,8",{8-164},96,8,50,0,1,structural
D h1^2 h3 h6,{8-165},96,8,50,0,1,structural
"h0 x96,8",{9-189},96,9,50,0,1,key
"h2 x93,8",{9-187},96,9,51,0,1,key
"h1 x95,8",{9-188},96,9,52,1,1,key
"h1^2 x94,8",{10-204},96,10,51,0,1,key
h1^2 h6 d0 e0,{11-215},96,11,52,1,1,key
h1^2 d1 H1,{11-214},96,11,53,1,1,key
D^2 h3 c2,{12-233},96,12,50,0,1,key
P h6 c0 e0,{12-229},96,12,51,1,1,key
t D D1 g,{12-227},96,12,51,0,2,structural
h1 e1 Q2,{12-230},96,12,52,1,1,key
e1^2 g,{12-228},96,12,54,2,1,key
P^2 h6 e0,{13-243},96,13,50,0,1,key
P^2 h0 h6 e0,{14-245},96,14,50,0,1,key
D D1 h0^2 g,{14-246},96,14,52,0,1,key
h1^5 h6 d0^2,{14-243},96,14,53,1,1,key
P h1^3 h6 c0 d0,{15-250},96,15,52,1,1,key
D^2 M h0 h2,{16-279},96,16,50,0,1,key
P^3 h1 h6 c0,{17-313},96,17,50,0,1,key
D^2 M h1^3,{17-314},96,17,51,0,1,key
P h1^8 h6 e0,{17-315},96,17,54,1,1,key
D^2 h1 h3 g^2,{18-340},96,18,53,1,1,key
M e0^3,{18-339},96,18,54,0,1,key
g^3 T,{18-341},96,18,56,0,1,key
h1^3 g^2 i1,{18-343},96,18,57,1,1,key
M h0 e0^3,{19-368},96,19,54,2,1,key
D^2 d0 e0^2,{20-392},96,20,52,0,1,key
M h0^2 e0^3,{20-399},96,20,54,2,1,key
M d0^2 i,{21-430},96,21,52,0,1,key
D^2 h0 d0 e0^2,{21-429},96,21,52,2,1,key
D h1 e0^3 g,{21-423},96,21,55,0,1,key
P D^3 h1^2 d0,{22-446},96,22,50,0,1,key
M h0 d0^2 i,{22-452},96,22,52,0,1,key
D^2 h0^2 d0 e0^2,{22-451},96,22,52,2,1,key
M P h1 d0^3,{23-461},96,23,53,0,1,key
P D^2 h0 d0 j,{24-489},96,24,50,0,1,key
d0^2 e0^4,{24-478},96,24,56,0,1,key
P^2 D^2 h1 d0 e0,{25-493},96,25,51,0,1,key
h0 d0^2 e0^4,{25-505},96,25,56,2,1,key
h0^2 d0^2 e0^4,{26-513},96,26,56,2,1,key
P D c0 d0^4,{27-504},96,27,53,1,1,structural
d0^5 j,{27-518},96,27,54,0,1,key
h0 d0^5 j,{28-524},96,28,54,2,1,key
P^3 D^2 h1^2 c0 d0,{29-511},96,29,51,1,1,key
P h1 d0^5 e0,{29-512},96,29,55,3,1,key
P^4 D^2 h1^2 d0,{30-507},96,30,50,0,1,key
P^3 d0 i m,{30-523},96,30,52,0,1,key
M P^6 h2,{31-517},96,31,50,0,1,key
M P^6 h0 h2,{32-513},96,32,50,0,1,key
P^5 d0^4,{36-451},96,36,52,0,1,key
"x97,7",{7-140},97,7,50,0,1,key
h2 h6 n,{7-141},97,7,51,0,1,key
h1^2 h6 d1,{7-142},97,7,52,1,1,key
"h0 x97,7",{8-167},97,8,50,0,1,key
"h1 x96,8",{9-191},97,9,51,0,1,key
h6 e0^2,{9-190},97,9,52,0,1,key
h0 h6 e0^2,{10-209},97,10,52,0,1,structural
M D1,{10-205},97,10,52,0,1,structural
"h1^2 x95,8",{10-208},97,10,53,1,1,key
"h1^3 x94,8",{11-220},97,11,52,1,1,key
d1 k1,{11-216},97,11,54,1,1,key
P h6 j,{12-236},97,12,50,0,1,key
M D1 h0^2,{12-237},97,12,52,0,1,key
H1 m,{12-234},97,12,53,0,1,key
h1^3 h6 d0 e0,{12-235},97,12,53,1,1,key
P h0 h6 j,{13-252},97,13,50,0,1,key
P h1 h6 c0 e0,{13-249},97,13,52,1,1,key
h1^2 e1 Q2,{13-250},97,13,53,1,1,key
h1 e1^2 g,{13-248},97,13,55,1,1,key
P^2 h1 h6 e0,{14-248},97,14,51,0,1,key
M D1 h0^4,{14-251},97,14,52,0,1,key
g^2 D4,{14-247},97,14,55,1,1,key
M D1 h0^5,{15-256},97,15,52,0,1,key
g^2 Q2,{15-253},97,15,54,0,1,key
M D1 h0^6,{16-283},97,16,52,0,1,key
P h1^4 h6 c0 d0,{16-281},97,16,53,1,1,key
M D c0 g,{17-316},97,17,53,1,1,key
M e0 m,{17-317},97,17,54,0,1,key
D h1 d1 g^2,{17-319},97,17,55,1,1,key
P^3 h1^2 h6 c0,{18-347},97,18,51,1,1,key
M h0 e0 m,{18-350},97,18,54,2,1,key
P h1^9 h6 e0,{18-349},97,18,55,1,1,key
D^3 c0 e0,{19-370},97,19,51,1,1,key
D^2 h1^2 h3 g^2,{19-373},97,19,54,1,1,key
M h1 e0^3,{19-372},97,19,55,3,1,key
h1 g^3 T,{19-374},97,19,57,2,1,key
h1^4 g^2 i1,{19-376},97,19,58,1,1,key
M P D h2^2 d0,{20-407},97,20,52,0,1,key
D^2 h0 d0 m,{20-406},97,20,52,2,1,key
t e0 g^4,{20-405},97,20,57,0,1,key
D^2 h1 d0 e0^2,{21-433},97,21,53,3,1,key
h0 e0 g^4,{21-431},97,21,58,2,1,key
P D^3 h0^2 e0,{22-463},97,22,50,0,1,key
h0^2 e0 g^4,{22-462},97,22,58,2,1,key
P D^3 h1^3 d0,{23-476},97,23,51,0,1,key
D c0 d0 e0^3,{23-471},97,23,55,1,1,structural
d0^2 e0^2 m,{23-481},97,23,56,0,1,key
h0 d0^2 e0^2 m,{24-502},97,24,56,2,1,key
M P^2 c0 d0^2,{25-507},97,25,53,1,1,structural
h1 d0^2 e0^4,{25-508},97,25,57,3,1,key
M P^3 d0^2,{26-515},97,26,52,0,1,key
d0^3 i l,{26-529},97,26,54,0,1,key
M P^3 h0 d0^2,{27-535},97,27,52,0,1,key
M P^3 h0^2 d0^2,{28-541},97,28,52,0,1,key
P^4 D^2 h0 e0,{29-544},97,29,50,0,1,key
P^2 D h1 d0^4,{29-528},97,29,53,0,1,key
P^4 D^2 h0^2 e0,{30-541},97,30,50,0,1,key
P^4 D^2 h1^3 d0,{31-520},97,31,51,0,1,key
P^2 c0 d0^4 e0,{31-518},97,31,55,1,1,structural
P^3 d0^4 e0,{32-514},97,32,54,0,1,key
P^3 h0 d0^4 e0,{33-525},97,33,54,2,1,key
P^3 h0^2 d0^4 e0,{34-513},97,34,54,2,1,key
P^6 D c0 e0,{35-480},97,35,51,1,1,key
P^4 d0^3 i,{35-499},97,35,52,0,1,key
h2 h6 d1,{6-118},98,6,52,0,1,key
"h2 x95,7",{8-169},98,8,52,0,1,structural
h6 m,{8-168},98,8,52,0,1,structural
"h0 h3 x91,8",{10-214},98,10,52,0,1,key
h1 h6 e0^2,{10-213},98,10,53,0,1,key
D1 h3^2 d1,{10-211},98,10,54,1,1,key
"h3 x91,11",{12-240},98,12,52,0,1,key
"h2 x95,11",{12-239},98,12,53,0,1,key
h1 d1 k1,{12-241},98,12,55,1,1,key
"h0 h3 x91,11",{13-256},98,13,52,0,1,key
h1^4 h6 d0 e0,{13-255},98,13,54,1,1,key
D^2 C,{14-252},98,14,51,0,1,key
"h0^2 h3 x91,11",{14-257},98,14,52,0,1,key
e0 g A',{14-256},98,14,54,0,1,key
h1^2 e1^2 g,{14-253},98,14,56,1,1,key
P^2 h1^2 h6 e0,{15-259},98,15,52,1,1,key
M^2 c0,{15-257},98,15,53,0,1,key
h1 g D4,{15-258},98,15,56,1,1,key
h1 g^2 Q2,{16-287},98,16,55,1,1,key
e1 g^3,{16-285},98,16,57,2,1,key
P h1^5 h6 c0 d0,{17-328},98,17,54,1,1,key
D^3 h2^2 g,{18-352},98,18,52,0,1,key
D h1^2 d1 g^2,{18-357},98,18,56,1,1,key
h1^10 h6 c0 e0,{18-360},98,18,57,1,1,key
h2^2 d1 g^3,{18-353},98,18,58,2,1,key
D^3 h0 h2^2 g,{19-384},98,19,52,1,1,key
M D h1 d0^2,{19-379},98,19,53,0,1,key
P h1^10 h6 e0,{19-382},98,19,56,1,1,key
h2 g^3 m,{20-409},98,20,58,2,1,key
h1^5 g^2 i1,{20-414},98,20,59,1,1,key
h0 h2 g^3 m,{21-448},98,21,58,2,1,key
M P d0^2 e0,{22-465},98,22,54,0,1,key
D h2^2 e0^4,{22-473},98,22,56,0,1,key
M P h0 d0^2 e0,{23-494},98,23,54,2,1,key
P D^2 d0^3,{24-503},98,24,52,0,1,key
M P h0^2 d0^2 e0,{24-516},98,24,54,2,1,key
D h1 d0^4 e0,{25-521},98,25,55,0,1,key
M P^3 h1 d0^2,{27-538},98,27,53,0,1,key
d0^7,{28-542},98,28,56,0,1,key
h0 d0^7,{29-561},98,29,56,2,1,key
h0^2 d0^7,{30-559},98,30,56,2,1,key
P^4 d0 e0 m,{31-554},98,31,54,0,1,key
P^4 h0 d0 e0 m,{32-551},98,32,54,2,1,key
P^3 h1 d0^4 e0,{33-528},98,33,55,3,1,key
P^4 d0 i k,{34-533},98,34,52,0,1,key
h3 g3,{5-88},99,5,52,0,1,key
h0 h3 g3,{6-120},99,6,52,0,1,key
h6 T,{7-145},99,7,52,0,1,structural
"x99,7",{7-144},99,7,52,0,1,structural
M1 h2,{7-143},99,7,53,0,1,key
"h0 x99,7",{8-170},99,8,52,0,1,key
"x99,9",{9-196},99,9,53,0,1,key
D1 h2 g2,{9-195},99,9,54,0,1,key
"h2^2 x93,8",{10-216},99,10,53,0,1,key
"h1 h3 x91,8 + t h0 y99,9",{10-215},99,10,53,1,1,key
"h0 y99,9",{10-217},99,10,54,0,1,key
"h3 x92,10",{11-227},99,11,52,0,1,key
"h0 h3 x92,10",{12-247},99,12,52,0,1,key
h6 c0 d0^2,{12-244},99,12,53,1,1,key
M D1 h1^2,{12-245},99,12,54,0,1,key
P h6 d0^2,{13-259},99,13,52,0,1,key
"h1 h3 x91,11",{13-261},99,13,53,0,1,key
D D1 h2 g,{13-257},99,13,54,0,1,key
h1^2 d1 k1,{13-262},99,13,56,1,1,key
P h0 h6 d0^2,{14-262},99,14,52,0,1,key
D D1 h0 h2 g,{14-261},99,14,54,0,1,key
h1^5 h6 d0 e0,{14-260},99,14,55,1,1,key
P h0^2 h6 d0^2,{15-267},99,15,52,0,1,key
D B6 g,{15-262},99,15,54,1,1,structural
P h1^3 h6 c0 e0,{15-266},99,15,54,1,1,structural
g^2 j1,{15-263},99,15,57,1,1,key
D^2 M h2^2,{16-290},99,16,52,0,1,key
P^2 h1^3 h6 e0,{16-293},99,16,53,1,1,key
h1^2 g D4,{16-292},99,16,57,1,1,key
D^3 h3 g,{17-331},99,17,52,1,1,key
M^2 P h1,{17-332},99,17,53,0,1,structural
D^2 g n,{17-330},99,17,53,0,1,structural
h1^2 g^2 Q2,{17-336},99,17,56,1,1,key
h1 e1 g^3,{17-334},99,17,58,1,1,key
M e0^2 g,{18-362},99,18,56,0,1,key
M h0 e0^2 g,{19-393},99,19,56,2,1,key
h1^11 h6 c0 e0,{19-392},99,19,58,1,1,key
c1 g^4,{19-385},99,19,59,3,1,key
D^2 e0^3,{20-417},99,20,54,0,2,structural
M h0^2 e0^2 g,{20-424},99,20,56,2,1,key
P h1^11 h6 e0,{20-422},99,20,57,1,1,key
M P D c0 d0,{21-450},99,21,53,1,1,structural
M d0^2 j,{21-458},99,21,54,0,1,key
D^2 h0 e0^3,{21-457},99,21,54,2,1,key
D h1 e0^2 g^2,{21-451},99,21,57,0,1,key
M P h1 d0^2 e0,{23-498},99,23,55,3,1,key
d0 e0^5,{24-517},99,24,58,0,1,key
D^2 h0^2 d0^2 i,{25-549},99,25,52,0,1,key
P D^2 h1 d0^3,{25-536},99,25,53,0,1,key
h0 d0 e0^5,{25-548},99,25,58,2,1,key
h0 . D^2 h0^2 d0^2 i,{26-560},99,26,52,0,1,key
h0^2 d0 e0^5,{26-559},99,26,58,2,1,key
h0^2 . D^2 h0^2 d0^2 i,{27-567},99,27,52,0,1,key
P D c0 d0^3 e0,{27-552},99,27,55,1,1,structural
d0^5 k,{27-566},99,27,56,0,1,key
h0^3 . D^2 h0^2 d0^2 i,{28-576},99,28,52,0,1,key
h0 d0^5 k,{28-575},99,28,56,2,1,key
M P^4 c0 d0,{29-563},99,29,53,1,1,key
h1 d0^7,{29-564},99,29,57,3,1,key
M P^5 d0,{30-561},99,30,52,0,1,key
P^3 d0 k l,{30-578},99,30,54,0,1,key
M P^5 h0 d0,{31-574},99,31,52,0,1,key
M P^5 h0^2 d0,{32-571},99,32,52,0,1,key
P^4 D h1 d0^3,{33-547},99,33,53,0,1,key
h4 c3,{4-57},100,4,52,0,1,key
h0 h4 c3,{5-89},100,5,52,0,1,key
h6 x,{6-121},100,6,52,0,1,key
h1 h3 g3,{6-122},100,6,53,0,1,key
h0 h6 x,{7-146},100,7,52,0,1,key
h0^2 h6 x,{8-174},100,8,52,0,1,key
h1 h6 T,{8-173},100,8,53,0,1,structural
"h1 x99,7",{8-172},100,8,53,0,1,structural
D1 h3 c2,{8-171},100,8,54,0,1,key
h0^3 h6 x,{9-201},100,9,52,0,1,key
h6 e0 g,{9-198},100,9,54,0,1,structural
e1 H1,{9-199},100,9,54,0,1,structural
h0 h6 e0 g,{10-221},100,10,54,0,1,structural
"h1 x99,9",{10-220},100,10,54,0,1,structural
D h3^2 H1,{11-232},100,11,53,0,1,key
h6 d0 i,{12-252},100,12,52,0,1,key
h1^3 h6 e0^2,{12-250},100,12,55,1,1,key
h1 h6 c0 d0^2,{13-266},100,13,54,1,1,key
M D1 h1^3,{13-267},100,13,55,0,1,key
h2 H1 m,{13-265},100,13,55,2,1,key
P h1 h6 d0^2,{14-265},100,14,53,0,1,key
h1^6 h6 d0 e0,{15-271},100,15,56,1,1,key
D^2 d1 g,{16-297},100,16,54,0,1,key
h1 g^2 j1,{16-300},100,16,58,1,1,key
P^2 h1^4 h6 e0,{17-343},100,17,54,1,1,key
M g m,{17-339},100,17,56,0,1,key
h1^3 g D4,{17-341},100,17,58,1,1,key
D^3 h1 h3 g,{18-368},100,18,53,1,1,key
M^2 P h1^2,{18-369},100,18,54,0,1,key
M h0 g m,{18-375},100,18,56,2,1,key
h1^3 g^2 Q2,{18-373},100,18,57,1,1,key
h1^2 e1 g^3,{18-371},100,18,59,1,1,key
M h1 e0^2 g,{19-396},100,19,57,3,1,key
M P D h2^2 e0,{20-434},100,20,54,0,1,key
D^2 h0 e0 m,{20-433},100,20,54,2,1,key
t g^5,{20-430},100,20,59,0,1,key
h1^12 h6 c0 e0,{20-432},100,20,59,1,1,key
D^2 h1 e0^3,{21-461},100,21,55,3,1,key
h0 g^5,{21-459},100,21,60,3,1,key
